lastWorkCenter,equivalence,count,equals
Total Talent Human Resources,Total Talent Human Resources,1,TRUE
Totta,Totta,1,TRUE
Tottus,Tottus,8,TRUE
Tottus Sa,Tottus Sa,1,TRUE
Touch Peru,Touch Peru,5,TRUE
Toulouse Lautrec,Toulouse Lautrec,2,TRUE
Touluse,Touluse,1,TRUE
Toyosa S.A.,Toyosa S.A.,1,TRUE
Toyota,Toyota,1,TRUE
Toyota Del Peru Sa,Toyota Del Peru Sa,1,TRUE
Tpa Consultores,Tpa Consultores,1,TRUE
Tp-Link Peru,Tp-Link Peru,1,TRUE
Trabajos Particulares Proyectos,Trabajos Particulares Proyectos,2,TRUE
Tracklog,Tracklog,1,TRUE
Tradicion,Tradicion,1,TRUE
Trans Solutions System S.A.,Trans Solutions System S.A.,1,TRUE
Transcorp Industrial Sac,Transcorp Industrial Sac,2,TRUE
Transportes 77 S.A. - Abinbev,Transportes 77 S.A. - Abinbev,1,TRUE
Transportes Austral Group S.A.C.,Transportes Austral Group S.A.C.,1,TRUE
Transportes Edatur,Transportes Edatur,1,TRUE
"Transportes Grau , Instituto Bartolome Herrera","Transportes Grau , Instituto Bartolome Herrera",3,TRUE
Transportes Grau Otros,Transportes Grau Otros,5,TRUE
Transportes Kio,Transportes Kio,1,TRUE
Transportes Te.Ca S.A.C,Transportes Te.Ca S.A.C,1,TRUE
Transtotal Agencia Maritima,Transtotal Agencia Maritima,1,TRUE
Tras100D Consultoria,Tras100D Consultoria,1,TRUE
Trazzo Iluminacion,Trazzo Iluminacion,7,TRUE
Trazzo Iluminacion Sac,Trazzo Iluminacion Sac,1,TRUE
Trento,Trento,1,TRUE
Trilce,Trilce,1,TRUE
Triton Trading,Triton Trading,1,TRUE
Truelogic,Truelogic,1,TRUE
Trupal S.A,Trupal S.A,1,TRUE
Trupal S.A.,Trupal S.A.,1,TRUE
Ts Net,Ts Net,2,TRUE
T-Saving,T-Saving,1,TRUE
Tsc,Tsc,2,TRUE
Tsoft,Tsoft,6,TRUE
Tsoft Global,Tsoft Global,1,TRUE
Tsoft Latam,Tsoft Latam,1,TRUE
Tsoft Peru,Tsoft Peru,5,TRUE
Tucambista Sac,Tucambista Sac,1,TRUE
Tucorretaje.Com,Tucorretaje.Com,1,TRUE
Tul,Tul,1,TRUE
Tumi Contratisas Mineros,Tumi Contratisas Mineros,1,TRUE
Tuv Rheinland Peru S.A.C.,Tuv Rheinland Peru S.A.C.,1,TRUE
Two Tecnology Sac,Two Tecnology Sac,1,TRUE
Tyc,Tyc,1,TRUE
Uap,Uap,2,TRUE
Ugel 03,Ugel 03,1,TRUE
Ugel 05,Ugel 05,1,TRUE
Ugel 08 Canete,Ugel 08 Canete,2,TRUE
Ugel Del Distrito De Padre Abad,Ugel Del Distrito De Padre Abad,1,TRUE
Ugel Santa,Ugel Santa,1,TRUE
Unacem(Ex Cementos Lima),Unacem(Ex Cementos Lima),3,TRUE
Unibell Sac,Unibell Sac,2,TRUE
Unidad De Gestion Educativa Local Talara,Unidad De Gestion Educativa Local Talara,2,TRUE
Unidad Ejecutora 005:Ventanilla Unica De Mincetur,Unidad Ejecutora 005:Ventanilla Unica De Mincetur,4,TRUE
Unidad Oncologica Molecular Peruana,Unidad Oncologica Molecular Peruana,1,TRUE
Unilabs,Unilabs,1,TRUE
Unimar Sa,Unimar Sa,2,TRUE
Union De Cervecerias Peruanas Backus Y Johnston Sociedad Anonima Abier,Union De Cervecerias Peruanas Backus Y Johnston Sociedad Anonima Abier,1,TRUE
Union De Obras De Asistencia Social,Union De Obras De Asistencia Social,1,TRUE
Unisys Del Peru,Unisys Del Peru,2,TRUE
Universidad Alas Peruanas,Universidad Alas Peruanas,8,TRUE
Universidad Alas Peruanas Sa,Universidad Alas Peruanas Sa,2,TRUE
Universidad Autonoma Del Peru,Universidad Autonoma Del Peru,5,TRUE
"Universidad Catolica San Pablo - Arequipa, Peru","Universidad Catolica San Pablo - Arequipa, Peru",1,TRUE
Universidad Catolica Santo Toribio De Mogrovejo,Universidad Catolica Santo Toribio De Mogrovejo,2,TRUE
Universidad Cayetano Heredia,Universidad Cayetano Heredia,2,TRUE
Universidad Cesar Vallejo,Universidad Cesar Vallejo,3,TRUE
Universidad Cientifica Del Sur,Universidad Cientifica Del Sur,1,TRUE
Universidad Cientifica Del Sur S.A.C,Universidad Cientifica Del Sur S.A.C,1,TRUE
Universidad Continental,Universidad Continental,8,TRUE
Universidad De Ciencias Aplicadas,Universidad De Ciencias Aplicadas,1,TRUE
Universidad De Ciencias Aplicadas (Upc),Universidad De Ciencias Aplicadas (Upc),3,TRUE
Universidad De Ciencias Y Humanidades,Universidad De Ciencias Y Humanidades,2,TRUE
Universidad De Ingenieria Y Tecnologia,Universidad De Ingenieria Y Tecnologia,2,TRUE
Universidad De Lambayeque,Universidad De Lambayeque,1,TRUE
Universidad De Las Americas,Universidad De Las Americas,1,TRUE
Universidad De Lima,Universidad De Lima,3,TRUE
Universidad De Piura,Universidad De Piura,2,TRUE
Universidad De San Martin De Porres,Universidad De San Martin De Porres,2,TRUE
Universidad Del Pacifico,Universidad Del Pacifico,3,TRUE
Universidad Esan,Universidad Esan,1,TRUE
Universidad Jaime Bausate Y Meza,Universidad Jaime Bausate Y Meza,1,TRUE
Universidad Nacional Agraria La Molina,Universidad Nacional Agraria La Molina,1,TRUE
Universidad Nacional Atonoma De Chota,Universidad Nacional Atonoma De Chota,1,TRUE
Universidad Nacional Autonoma De Chota,Universidad Nacional Autonoma De Chota,2,TRUE
Universidad Nacional De Ingenieria,Universidad Nacional De Ingenieria,2,TRUE
Universidad Nacional Del Callao,Universidad Nacional Del Callao,1,TRUE
Universidad Nacional Federico Villarreal,Universidad Nacional Federico Villarreal,1,TRUE
Universidad Nacional Mayor De San Marcos,Universidad Nacional Mayor De San Marcos,2,TRUE
Universidad Pacifico,Universidad Pacifico,1,TRUE
Universidad Peruana Cayetano Heredia,Universidad Peruana Cayetano Heredia,1,TRUE
Universidad Peruana De Ciencias Aplicadas,Universidad Peruana De Ciencias Aplicadas,11,TRUE
Universidad Peruana De Ciencias Aplicadas - Upc,Universidad Peruana De Ciencias Aplicadas - Upc,2,TRUE
Universidad Peruana De Ciencias Aplicadas (Upc),Universidad Peruana De Ciencias Aplicadas (Upc),4,TRUE
Universidad Peruana De Ciencias Aplicadas(Upc),Universidad Peruana De Ciencias Aplicadas(Upc),1,TRUE
Universidad Privada Del Norte,Universidad Privada Del Norte,15,TRUE
Universidad Privada Del Norte Sac,Universidad Privada Del Norte Sac,1,TRUE
Universidad Privada Norbert Wiener,Universidad Privada Norbert Wiener,9,TRUE
Universidad Privada Norbert Wiener S.A.,Universidad Privada Norbert Wiener S.A.,1,TRUE
Universidad Privada Norbet Wiener,Universidad Privada Norbet Wiener,1,TRUE
Universidad Privada Peruana Alemana Upal,Universidad Privada Peruana Alemana Upal,1,TRUE
Universidad Privada San Juan Bautista,Universidad Privada San Juan Bautista,2,TRUE
Universidad Ricardo Palma,Universidad Ricardo Palma,2,TRUE
Universidad San Ignacio De Loyola,Universidad San Ignacio De Loyola,7,TRUE
Universidad San Ignacio De Loyola - Usil,Universidad San Ignacio De Loyola - Usil,1,TRUE
Universidad San Martin De Porres,Universidad San Martin De Porres,1,TRUE
Universidad San Martin De Porres - Uva,Universidad San Martin De Porres - Uva,2,TRUE
Universidad Santo Domingo D Guzman,Universidad Santo Domingo D Guzman,1,TRUE
Universidad Senor De Sipan,Universidad Senor De Sipan,1,TRUE
Universidad Tecnologica Del Peru,Universidad Tecnologica Del Peru,7,TRUE
Universidad Tecnologica Del Peru S.A.C,Universidad Tecnologica Del Peru S.A.C,1,TRUE
Universidad Upc,Universidad Upc,1,TRUE
University Of Oulu,University Of Oulu,2,TRUE
Unmsm,Unmsm,4,TRUE
Unmsm Sum,Unmsm Sum,1,TRUE
Unna Transporte S.A.C,Unna Transporte S.A.C,1,TRUE
Untels,Untels,1,TRUE
Upao,Upao,1,TRUE
Upc,Upc,7,TRUE
Upc - Universidad Peruana De Ciencias Aplicadas,Upc - Universidad Peruana De Ciencias Aplicadas,1,TRUE
U-Planner,U-Planner,1,TRUE
Upn,Upn,4,TRUE
Urbanica,Urbanica,1,TRUE
Usel,Usel,1,TRUE
Usil,Usil,7,TRUE
Usmp,Usmp,1,TRUE
Usmp Noticias (Tv),Usmp Noticias (Tv),1,TRUE
Utec,Utec,1,TRUE
Utec Universidad De Ingenieria Y Tecnologia,Utec Universidad De Ingenieria Y Tecnologia,1,TRUE
Utel,Utel,1,TRUE
Utp,Utp,4,TRUE
Uvex Safety Group Gmbh,Uvex Safety Group Gmbh,1,TRUE
V S Logistic World,V S Logistic World,1,TRUE
V&Amp;C System School,V&Amp;C System School,1,TRUE
V&Amp;J Import,V&Amp;J Import,2,TRUE
V&Amp;P Servicios Generales,V&Amp;P Servicios Generales,1,TRUE
Vail Resorts,Vail Resorts,1,TRUE
Valtec Consultores S.R.L.,Valtec Consultores S.R.L.,1,TRUE
Valtx,Valtx,2,TRUE
Valtx (Ex T-Gestiona),Valtx (Ex T-Gestiona),1,TRUE
Valtx / Tgestiona,Valtx / Tgestiona,2,TRUE
Valtx Peru,Valtx Peru,1,TRUE
Vanguardia Inmuebles,Vanguardia Inmuebles,1,TRUE
Vanzys,Vanzys,1,TRUE
Vap,Vap,1,TRUE
Varias,Varias,1,TRUE
Vass Consultoria De Sistemas De L Peru,Vass Consultoria De Sistemas De L Peru,2,TRUE
Vast Tecnica,Vast Tecnica,1,TRUE
Vc Consultores Tic,Vc Consultores Tic,1,TRUE
Ve Soluciones Logisticas Sac,Ve Soluciones Logisticas Sac,1,TRUE
Vector It,Vector It,1,TRUE
Vector Software Factory,Vector Software Factory,1,TRUE
Vendomatica,Vendomatica,1,TRUE
Veneactiva,Veneactiva,1,TRUE
Venta De Alfajores,Venta De Alfajores,1,TRUE
Ventcorp S.A,Ventcorp S.A,1,TRUE
Verander,Verander,2,TRUE
Vergara Silva &Amp; Asociados,Vergara Silva &Amp; Asociados,1,TRUE
Verificativa,Verificativa,1,TRUE
Veriinfo,Veriinfo,1,TRUE
Verisure,Verisure,1,TRUE
Verisure Peru Sac,Verisure Peru Sac,1,TRUE
Verizon Enterprise Solutions,Verizon Enterprise Solutions,1,TRUE
Vertice Empresarial,Vertice Empresarial,1,TRUE
Vertiv,Vertiv,1,TRUE
Vertiv Co,Vertiv Co,1,TRUE
Viajes Pacifico,Viajes Pacifico,1,TRUE
Viettel Construction Peru Sac,Viettel Construction Peru Sac,1,TRUE
Viettel Peru S.A.C,Viettel Peru S.A.C,1,TRUE
Viettel Peru S.A.C.,Viettel Peru S.A.C.,1,TRUE
Viettel Peru S.A.C. | Bitel,Viettel Peru S.A.C. | Bitel,1,TRUE
Viettel Peru Sac,Viettel Peru Sac,1,TRUE
Viettel Peru Sac - Bitel,Viettel Peru Sac - Bitel,2,TRUE
Vilcarana Contraistas Sac,Vilcarana Contraistas Sac,1,TRUE
Villa Jardin Eventos,Villa Jardin Eventos,1,TRUE
Villagrass Peru,Villagrass Peru,1,TRUE
Vilmark Srl,Vilmark Srl,1,TRUE
Vina Tacama S.A.,Vina Tacama S.A.,1,TRUE
Viru,Viru,1,TRUE
Virutex Ilko,Virutex Ilko,1,TRUE
Visanet,Visanet,1,TRUE
Visanet S.A,Visanet S.A,1,TRUE
Visas Travel,Visas Travel,1,TRUE
Vishopen,Vishopen,1,TRUE
Vistony,Vistony,1,TRUE
Visual Moon,Visual Moon,3,TRUE
Visual Soft S.A.C.,Visual Soft S.A.C.,1,TRUE
Visualsat Sac,Visualsat Sac,1,TRUE
Visualsoft S. A. C.,Visualsoft S. A. C.,1,TRUE
Visualsoft S.A.C.,Visualsoft S.A.C.,1,TRUE
Vite &Amp; Bernardello Bureau Consulting S.A.C.,Vite &Amp; Bernardello Bureau Consulting S.A.C.,1,TRUE
Viva Inmobiliaria,Viva Inmobiliaria,1,TRUE
Viva Negocio Inmobiliario Sa,Viva Negocio Inmobiliario Sa,1,TRUE
Vive Constructora E Inmobiliaria Sac,Vive Constructora E Inmobiliaria Sac,1,TRUE
Vmwaresis Sac,Vmwaresis Sac,1,TRUE
Voluntariado - Congreso Nacional De Proyectos (Conapro 2022),Voluntariado - Congreso Nacional De Proyectos (Conapro 2022),1,TRUE
Volvo Group Peru,Volvo Group Peru,1,TRUE
Von Alem S.A.C.,Von Alem S.A.C.,2,TRUE
Vooxell,Vooxell,3,TRUE
Vooxell Group S.A.C,Vooxell Group S.A.C,1,TRUE
Vp Operaciones,Vp Operaciones,1,TRUE
Vpi Media Sac,Vpi Media Sac,1,TRUE
Vsi Industrial,Vsi Industrial,2,TRUE
Vsi Industrial (Vainsa E Italgrif),Vsi Industrial (Vainsa E Italgrif),1,TRUE
Waba Corporation Eirl,Waba Corporation Eirl,2,TRUE
Wacaymar,Wacaymar,2,TRUE
Wall Street English,Wall Street English,1,TRUE
Wally Pos S.A.C,Wally Pos S.A.C,1,TRUE
Walt Disney World,Walt Disney World,1,TRUE
Wankatix,Wankatix,1,TRUE
Wasy Technology Sac,Wasy Technology Sac,1,TRUE
Wayni Tech &Amp; People,Wayni Tech &Amp; People,1,TRUE
Weatherford Del Peru,Weatherford Del Peru,1,TRUE
Web Control,Web Control,1,TRUE
Web Developer,Web Developer,1,TRUE
Webhelp,Webhelp,2,TRUE
Webhelp - Rappi,Webhelp - Rappi,1,TRUE
Webhelp Peru,Webhelp Peru,1,TRUE
Webtilia,Webtilia,1,TRUE
Weir Minerals Peru - Vulco Peru S.A.,Weir Minerals Peru - Vulco Peru S.A.,1,TRUE
Western Union,Western Union,2,TRUE
Wework Stattup Presente Marketing,Wework Stattup Presente Marketing,1,TRUE
Wilcom Peru Sociedad Anonima Cerrada,Wilcom Peru Sociedad Anonima Cerrada,2,TRUE
Wilson Alvarez Consulting,Wilson Alvarez Consulting,1,TRUE
Wim Peru,Wim Peru,2,TRUE
Win Net,Win Net,1,TRUE
Wind Telecomunicazioni,Wind Telecomunicazioni,1,TRUE
Winet Telecom,Winet Telecom,1,TRUE
Wip App,Wip App,1,TRUE
Woden Del Peru,Woden Del Peru,1,TRUE
Wood,Wood,1,TRUE
Word Line S.A.C,Word Line S.A.C,1,TRUE
Work Natively,Work Natively,1,TRUE
Workana,Workana,1,TRUE
Worki 360,Worki 360,1,TRUE
Worki360,Worki360,3,TRUE
World Security And Services S.A.C,World Security And Services S.A.C,1,TRUE
World Servicios Industriales,World Servicios Industriales,1,TRUE
World Textile Sourcing,World Textile Sourcing,2,TRUE
World Vision Peru,World Vision Peru,2,TRUE
Wsp Peru,Wsp Peru,1,TRUE
Wt Sourcing Peru,Wt Sourcing Peru,1,TRUE
Wts,Wts,1,TRUE
Wts Sourcing Peru,Wts Sourcing Peru,1,TRUE
Wunderman Thompson,Wunderman Thompson,1,TRUE
Wych Inversiones S.A.C,Wych Inversiones S.A.C,1,TRUE
Wydnex Sac,Wydnex Sac,1,TRUE
Xenotics S.A.C,Xenotics S.A.C,1,TRUE
Xirect,Xirect,1,TRUE
Xirect Software Solution,Xirect Software Solution,1,TRUE
Xirect Software Solutions,Xirect Software Solutions,1,TRUE
Xploring Solution,Xploring Solution,1,TRUE
Xpress Technology Services Xts,Xpress Technology Services Xts,1,TRUE
Xviii Juegos Panamericanos,Xviii Juegos Panamericanos,2,TRUE
Xygo,Xygo,1,TRUE
Yanbal,Yanbal,11,TRUE
Yanbal International,Yanbal International,2,TRUE
Yanbal International - Unique,Yanbal International - Unique,1,TRUE
Yape - Bcp,Yape - Bcp,3,TRUE
Yarnold Consultores Legales,Yarnold Consultores Legales,2,TRUE
Yasmin Products,Yasmin Products,2,TRUE
Yobel,Yobel,1,TRUE
Yunta,Yunta,1,TRUE
Zamine Peru Sac,Zamine Peru Sac,1,TRUE
Zat,Zat,2,TRUE
Zat Consulting,Zat Consulting,1,TRUE
Zebrands,Zebrands,1,TRUE
Zega Studio,Zega Studio,1,TRUE
Zegel Ipae,Zegel Ipae,8,TRUE
Zegel Ipae (Intercorp),Zegel Ipae (Intercorp),1,TRUE
Zeit,Zeit,1,TRUE
Zeit - Telefonica,Zeit - Telefonica,1,TRUE
Zemsania,Zemsania,1,TRUE
Zephier Technologies,Zephier Technologies,1,TRUE
Zest Capital,Zest Capital,1,TRUE
Zoluxiones,Zoluxiones,10,TRUE
Zoluxiones - Corporacion Hayduk,Zoluxiones - Corporacion Hayduk,1,TRUE
Zoluxiones / Rimac Seguros,Zoluxiones / Rimac Seguros,1,TRUE
Zoluxiones S.A.C,Zoluxiones S.A.C,1,TRUE
Zoluxiones S.A.C.,Zoluxiones S.A.C.,1,TRUE
Zoluxiones Sac,Zoluxiones Sac,4,TRUE
Zonngo,Zonngo,1,TRUE
Zrii,Zrii,1,TRUE
Zyo Fruits,Zyo Fruits,1,TRUE
